1,434.33
2,433.44
3,430.01
4,433.09
5,431.96
6,429.11
7,458.05
8,453.23
9,447.61
10,447.99
11,448.43
12,435.69
13,432.37
14,430.31
15,364.33
16,387.54
17,382.3
18,387.17
19,380.15
20,420.23
21,410.26
22,382.49
23,387.49
24,402.97
25,391.73
26,392.15
27,394.97
28,380.29
29,379.47
30,378.25
31,368.77
32,373.06
33,374.45
34,369.95
35,389.59
36,386.55
37,376.52
38,376.62
39,373.45
40,376.03
41,381.65
42,379.65
43,384.26
44,391.86
45,407.23
46,400.19
47,407.49
48,416.32
49,422.37
50,420.79
51,437.16
52,438.8
53,437.75
54,420.74
55,424.95
56,424.54
57,432.15
58,432.52
59,433.5
60,437.7
61,435.12
62,423.99
63,421.65
64,410.94
65,400.57
66,407.71
67,414.32
68,413.97
69,414.86
70,417.13
71,421.69
72,411.62
73,414.06
74,416.44
75,416.83
76,417.01
77,420.62
78,409.55
79,410.44
80,413.75
81,413.31
82,418.09
83,418.04
84,416.39
85,417.18
86,417.94
87,426.76
88,424.23
89,416.52
90,414.82
91,416.73
92,417.96
93,420.87
94,420.9
95,421.44
96,424.03
97,423.41
98,422.75
99,420.35
100,419.41
101,421.56
102,422.48
103,425.19
104,423.73
105,424.28
106,429.71
107,430.57
108,427.4
109,428.59
110,435.51
111,441.39
112,449.43
113,445.74
114,450.28
115,458.56
116,461.43
117,466.09
118,444.69
119,449.01
120,455.1
121,448.32
122,451.88
123,444.67
124,450.3
125,446.72
126,447.98
127,459.6
128,458.54
129,458.55
130,460.48
131,450.89
132,452.73
133,454.77
134,455.67
135,455.67
136,457.57
137,454.16
138,453.78
139,454.62
140,438.71
141,442.68
142,443.19
143,439.32
144,444.15
145,445.98
146,449.6
147,453.38
148,473.46
149,530.04
150,526.23
151,533.86
152,531.39
153,536.92
154,537.97
155,569.19
156,572.73
157,574.98
158,585.54
159,576.6
160,581.64
161,574.63
162,577.47
163,606.73
164,672.78
165,704.38
166,685.56
167,694.47
168,766.31
169,748.91
170,756.23
171,763.78
172,737.23
173,666.65
174,596.12
175,623.98
176,665.3
177,665.12
178,629.37
179,655.27
180,647
181,639.89
182,673.34
183,676.3
184,703.7
185,658.66
186,683.66
187,670.63
188,677.33
189,640.56
190,666.52
191,650.96
192,649.36
193,647.66
194,664.55
195,654.47
196,658.08
197,663.25
198,660.77
199,679.46
200,673.11
201,672.86
202,665.68
203,665.01
204,650.62
205,655.56
206,661.28
207,654.1
208,651.78
209,654.35
210,655.03
211,656.99
212,655.05
213,624.68
214,606.27
215,547.47
216,566.36
217,578.29
218,575.04
219,587.78
220,592.69
221,591.05
222,587.8
223,592.1
224,589.12
225,587.56
226,585.59
227,570.47
228,567.24
229,577.44
230,573.22
231,574.32
232,575.63
233,581.7
234,581.31
235,586.75
236,583.41
237,580.18
238,577.76
239,579.65
240,569.95
241,573.91
242,574.11
243,577.5
244,575.47
245,572.3
246,575.54
247,598.21
248,608.63
249,606.59
250,610.44
251,614.54
252,626.32
253,622.86
254,623.51
255,606.72
256,608.24
257,609.24
258,610.68
259,607.15
260,606.97
261,605.98
262,609.87
263,609.23
264,608.31
265,597.15
266,596.3
267,602.84
268,602.63
269,600.83
270,608.04
271,606.17
272,604.73
273,605.69
274,609.74
275,613.98
276,610.89
277,612.13
278,610.2
279,612.51
280,613.02
281,617.12
282,619.11
283,616.75
284,618.99
285,641.07
286,636.19
287,636.79
288,640.38
289,638.65
290,641.63
291,639.19
292,637.96
293,630.52
294,630.86
295,632.83
296,657.29
297,657.07
298,653.76
299,657.59
300,678.3
301,688.31
302,689.65
303,714.48
304,701.86
305,700.97
306,729.79
307,740.83
308,688.7
309,703.24
310,703.42
311,711.52
312,703.13
313,709.85
314,723.27
315,715.53
316,716.41
317,705.05
318,702.03
319,705.02
320,711.62
321,744.2
322,740.98
323,751.59
324,751.62
325,731.03
326,739.25
327,751.35
328,744.59
329,740.29
330,741.65
331,735.38
332,732.03
333,735.81
334,735.6
335,745.69
336,756.77
337,777.94
338,771.15
339,773.87
340,758.7
341,764.22
342,768.13
343,770.81
344,772.79
345,774.65
346,769.73
347,780.09
348,780.56
349,781.48
350,778.09
351,784.91
352,790.83
353,790.53
354,792.71
355,800.88
356,834.28
357,864.54
358,921.98
359,898.82
360,896.18
361,907.61
362,933.2
363,975.92
364,973.5
365,961.24
366,963.74
